Ean;Référence;Catégorie;Constructeur;Libellé;Px HT;Stock Dispo Achard;En cde Achard
5032037066921;5776;Processeur;Intel;Core i3 4160 - 3.6GHz/3Mo/LGA1150/BOX;98.39;0;0
5032037062534;5779;Processeur;Intel;Celeron G1840 - 2.8GHz/2Mo/LGA1150/BOX ;31.16;0;0
5032037061193;5780;Processeur;Intel;Core i5 4690 - 3.5GHz/6Mo/LGA1150/BOX;199.41;1;0
730143303965;5782;Processeur;AMD;A4-6300 - 3.7GHz/1Mo/SKFM2/BOX;30.26;0;0
5032037067164;5783;Processeur;Intel;Pentium G3250 - 3.2GHz/3Mo/LGA1150/BOX;32.42;0;0
5032037075237;5786;Processeur;Intel;Core i5-5675C - 3.1GHz/4Mo/LGA1150/BOX;209.29;0;0
5032037076142;5788;Processeur;Intel;Core i5 6600K - 3.5GHz/6Mo/LGA1151/Ss ventil./BOX;218.83;18;0
5032037076685;5789;Processeur;Intel;Core i7 6700K - 4GHz/8Mo/LGA1151/Ss ventil./BOX;313.27;-1;10
5032037076616;5790;Processeur;Intel;Core i5 6400 - 2.7GHz/6Mo/LGA1151/BOX;166.41;-2;10
5032037076500;5791;Processeur;Intel;Core i5 6500 - 3.2GHz/6Mo/LGA1151/BOX;190.93;-3;15
5032037076081;5792;Processeur;Intel;Core i5 6600 - 3.3GHz/6Mo/LGA1151/BOX;206.24;2;0
5032037077187;5793;Processeur;Intel;Core i7 6700 - 3.4GHz/8Mo/LGA1151/BOX;297.02;4;0
5032037073479;5795;Processeur;Intel;Core i3 4170 - 3.7GHz/3Mo/LGA1150/BOX;104.07;-8;20
5032037079051;5797;Processeur;Intel;Core i3 6100 - 3.7GHz/3Mo/LGA1151/BOX;106.77;-33;70
5032037065542;5799;Processeur;Intel;Xeon E5-2630 V3 - 2.4GHz/20Mo/LGA2011-3/Ss Ventil.;692.81;0;0
675901364997;5800;Processeur;Intel;Pentium G4400 - 3.3GHz/3Mo/LGA1151/BOX;50.97;-1;0
5032037065320;5802;Processeur;Intel;Xeon E5-1620 V3 - 3.5GHz/10Mo/LGA2011-3/Ss Ventil.;304.73;0;0
5032037066983;5803;Processeur;Intel;Core i3 4370 - 3.8GHz/4Mo/LGA1150/BOX;134.6;1;0
730143304979;5804;Processeur;AMD;A8-7600 - 3.1GHz/4Mo/SKFM2+/BOX;68.08;0;0
5032037073233;5805;Processeur;Intel;Pentium G3260 - 3.3GHz/3Mo/LGA1150/BOX;49.52;62;0
5032037064798;5806;Processeur;Intel;Xeon E5-2650 V3 - 2,3GHz/25Mo/2011-3/BOX;1110.45;0;0
5032037065597;5808;Processeur;Intel;Xeon E5-2620 V3 - 2,1 GHz/15Mo/2011-3/ss ventil/B.;415.24;0;0
5032037065269;5810;Processeur;Intel;Xeon E5-1650 V3 - 3.5GHz/15Mo/2011-3/ss ventil/B.;576.34;0;0
675901352826;5811;Processeur;Intel;Xeon E3-1240 V5 - 3.5GHz/8Mo/LGA1151/BOX;270.17;-1;0
735858317627;5812;Processeur;Intel;Core i7 6800K - 3.4GHz/15Mo/LGA2011/BOX/ss vent;402.02;0;1
735858317689;5813;Processeur;Intel;Core i7 6850K - 3.6GHz/15Mo/LGA2011/BOX/ss vent;548.15;0;0
735858318044;5814;Processeur;Intel;Core i7 6950X - 3.0GHz/25Mo/LGA2011/BOX/ss vent;1644.38;0;0
5032037085991;5815;Processeur;Intel;Xeon E5-2620 v4 - 2.1GHz/20Mo/LGA2011-3/BOX;431.33;0;0
5032037087490;5817;Processeur;Intel;Core i7 6900K - 3.7GHz/20Mo/2011-v3/BOX/Ss vent.;1002.1;1;0
730143304962;5818;Processeur;AMD;A4-7300 - 3.8GHz/1Mo/SKFM2+/BOX;36.21;0;0
730143304566;5819;Processeur;AMD;A6-6420K - 4GHz/1Mo/SKFM2+/BOX;45.39;0;0
730143304948;5820;Processeur;AMD;A6-7400K - 3.5GHz/1Mo/SKFM2+/BOX;49.22;0;0
730143307949;5821;Processeur;AMD;A6-7470K - 3.7GHz/1Mo/SKFM2+/BOX;55.64;0;0
730143307703;5822;Processeur;AMD;A8-7650K - 3.3GHz/4Mo/SKFM2+/BOX;79.18;0;0
730143307710;5823;Processeur;AMD;A8-7670K - 3.6GHz/4Mo/SKFM2+/BOX;88.81;-1;0
730143307864;5824;Processeur;AMD;A10-7860K - 3.6GHz/4Mo/SKFM2+/BOX;98.44;0;0
730143307833;5825;Processeur;AMD;A10-7870K - 3.9GHz/4Mo/SKFM2+/BOX;121.23;0;0
730143307925;5826;Processeur;AMD;A10-7890K - 4.1GHz/4Mo/SKFM2+/BOX;139.1;0;0
735858310703;5827;Processeur;Intel;Xeon E5-2650 V4 - 2.2GHz/30Mo/LGA2011v3/BOX;1139.28;0;0
675901404792;5828;Processeur;Intel;Xeon E5-1650 V4 - 3.6GHz/15Mo/2011-3/Box;581.16;0;0
889488081998;5829;Processeur;Intel;Xeon E5-2640 V4 - 2.4GHz/25Mo/LGA2011v3/BOX;906.82;0;0
675901394345;5830;Processeur;Intel;Xeon E5-2630 V4 - 2,2GHz/25Mo/2011-3/BOX;653.82;-2;2
;5831;Processeur;Intel;Xeon E5-2637 V4 - 3.5GHz/15Mo/LGA2011v3/BOX;974.81;0;0
735858326254;5832;Processeur;Intel;Core i5 7400 - 3GHz/6Mo/LGA1151/BOX;175.24;-26;50
5032037092869;5833;Processeur;Intel;Core i5 7600 - 3.5GHz/6Mo/LGA1151/BOX;215.46;-2;0
5032037092807;5834;Processeur;Intel;Core i5 7600K - 3.8GHz/6Mo/LGA1151/BOX;232.88;-2;20
5032037092623;5835;Processeur;Intel;Core i7 7700 - 3.6GHz/8Mo/LGA1151/BOX;293.26;4;0
5032037092562;5836;Processeur;Intel;Core i7 7700K - 4.2GHz/8Mo/LGA1151/BOX/ss Vent.;336.67;-7;24
5032037092920;5837;Processeur;Intel;Core i5 7500 - 3.4GHz/6Mo/LGA1151/BOX;188.41;-6;29
5032037079358;5839;Processeur;Intel;Celeron G3900 - 2.8GHz/2Mo/LGA1151/BOX ;33.5;-1;30
675901390026;5840;Processeur;Intel;Xeon E5-1620 V4 - 3.5GHz/10Mo/LGA2011v3/BOX;296.7;0;0
5032037076982;5841;Processeur;Intel;Xeon E3-1230 V5 - 3.4GHz/8Mo/LGA1151/BOX;254.16;1;0
5032037095709;5842;Processeur;Intel;Pentium G4560 - 3.5GHz/3Mo/LGA1151/BOX;52.09;17;0
730143308328;5843;Processeur;AMD;Ryzen 7 1700 - 3GHz/16Mo/AM4/Spire/BOX;303.44;-2;30
730143308342;5844;Processeur;AMD;Ryzen 7 1700X - 3.4GHz/16Mo/AM4/Ss ventil./BOX;366.42;10;12
730143308366;5845;Processeur;AMD;Ryzen 7 1800X - 3.6GHz/16Mo/AM4/Ss ventil./BOX;474.34;-1;12
5032037096171;5846;Processeur;Intel;Core i3 7100 - 3.9GHz/3Mo/LGA1151/BOX;107.26;-13;30
5032037096232;5847;Processeur;Intel;Core i3 7300 - 4GHz/4Mo/LGA1151/BOX;135.43;-2;20
5032037095570;5848;Processeur;Intel;Core i3 7320 - 4.1GHz/4Mo/LGA1151/BOX;149.93;0;0
5032037095518;5849;Processeur;Intel;Core i3 7350K - 4.2GHz/4Mo/LGA1151/BOX;170.32;5;0
6935364052225;17877;Réseau Divers;TP-Link;Antenne direction. inter/exter. 23dbi TL-ANT5823B;55.15;-4;4
;17881;Réseau Divers;Générique;Guide Cable 1U 19“ avec couvercle;12.09;2;0
882658659089;17883;Réseau Divers;Cisco;Injecteur PoE 30w - SB-PWR-INJ2-EU;54.05;0;0
;17885;Réseau Divers;Générique;"Panneau de Brassage Cat.6 FTP 8 ports 10"" 1U";17.27;0;0
;17886;Réseau Divers;Générique;"Passe cables avec brosse 10"" 1U ";4.03;0;0
6935364031008;17887;Réseau Divers;TP-Link;Serveur d'impression - TL-PS110U;37.02;0;0
790069341335;17888;Réseau Divers;D-Link;Injecteur PoE - DPE-101GI;22.56;0;0
882658340901;17960;Réseau Divers;Cisco;Module transmetteur SFP - GLC-LH-SM;586.64;0;0
;17961;Réseau Divers;Générique;Kit POE passif multitension - 50m;7.48;0;0
;17964;Réseau Divers;Générique;Cable Antenne Wifi - RP-SMA (M/F)- 10m;23.03;0;0
6935364030506;17967;Réseau Divers;TP-Link;Injecteur PoE IEEE 802.3af 48V - TL-POE150S;19.35;0;0
882658258695;17970;Réseau Divers;Cisco;Adaptateur Secteur pour gamme Aironet - AIR-PWR-B=;32.44;0;0
;17971;Réseau Divers;Générique;Adaptateur Secteur IEC C14 Male / CEE7/5 Femelle;2.19;0;0
883585267804;17973;Réseau Divers;HP;Transmetteur SFP (mini-GBIC) - LC Multi-Mode;73.74;0;0
856057005709;17974;Réseau Divers;Lima;Point d'accès Cloud Original Go Bleu - Win/Mac/And;73.33;7;0
;17975;Réseau Divers;Générique;Serveur IP RS232 DB9 + RS485 sur reseau 10/100;97.87;0;0
6935364052041;17977;Réseau Divers;TP-Link;Antenne WiFi externe 2,4GHz 14dBi - TL-ANT2414A;47.88;0;0
3548383025564;18709;Réseau Divers;Générique;Antenne intérieure USB Wifi 54Mbps 9dBi;11.94;22;0
;18710;Réseau Divers;Générique;Etiquette Lien simple 100mm - sachet de 10;0.35;0;1
;52008;Réseau Divers;Générique;Panneau de brassage 16 ports cat. 5e complet;31.09;1;0
;53316;Réseau Divers;Générique;Kit visserie pour armoire de brassage;4.55;5;0
;53319;Réseau Divers;Générique;Embase RJ45 SFTP cat.6;3.53;4;0
;53324;Réseau Divers;Générique;Convertisseur RJ45 / Fibre opt 100FX SC multimode;28.78;-2;2
;53341;Réseau Divers;Générique;"Passe cables avec brosse 1U 19""";10.36;4;0
;53351;Réseau Divers;Générique;Panneau de brassage 16 ports cat. 6 STP complet;28.78;1;0
;53355;Réseau Divers;Générique;"Armoire de Brassage 19"" 3U";117.3;1;0
;53374;Réseau Divers;Générique;Injecteur POE Gigabit;16.41;0;0
;53376;Réseau Divers;Générique;Serre câble - 150 mm (sachet de 500);4.38;25;0
;53381;Réseau Divers;Générique;Serre cable Noir 2.5mmx100mm - sachet de 100 pcs;1.67;18;0
882658659102;53383;Réseau Divers;Cisco;Adaptateur Secteur 12V - SB-PWR-12V2A-EU;12.67;0;0
;53384;Réseau Divers;Générique;Convertisseur fibre optique/RJ45 - 100FX SC Mono;87.67;0;0
6935364051419;17096;Réseau Point d'accès Wifi;TP-Link;TL-WA801ND - Répéteur WiFi N 300 Mbps;28.56;-5;5
6935364051426;17207;Réseau Point d'accès Wifi;TP-Link;TL-WA901ND - 10/100/POE/WiFi N 3 antennes;36.25;2;0
790069367571;17216;Réseau Point d'accès Wifi;D-Link;DAP-2360 Wifi 802.11N (300MB);91.71;0;0
4260184662043;17241;Réseau Point d'accès Wifi;Linksys;Wireless-N Access Point Dual-Band WAP300N;43.48;2;0
790069379062;17243;Réseau Point d'accès Wifi;D-Link;DWL-2600AP Unified N Access Point POE;65.23;0;0
790069404702;17244;Réseau Point d'accès Wifi;D-Link;DAP-2660 WiFi 802.11AC (1200MB);115.49;1;0
790069365805;17248;Réseau Point d'accès Wifi;D-Link;DWL-6600AP (802.11a/b/g/n) 1200 Mbps;134.24;0;0
790069331459;17249;Réseau Point d'accès Wifi;D-Link;DWL-8600AP (802.11a/b/g/n);281.65;0;0
790069403743;17250;Réseau Point d'accès Wifi;D-Link;Clé USB 4G LTE - DWM-221;71.27;1;0
6935364050863;17251;Réseau Point d'accès Wifi;TP-Link;ARCHER T4U - WiFi 802.11AC;27.53;0;0
4716659805618;17253;Réseau Point d'accès Wifi;Asus;4G-N12 - 4G/Wifi 802.11n/RJ45;122.67;0;0
606449106008;17254;Réseau Point d'accès Wifi;Netgear;EX3800 - Répéteur WiFi AC750;38.94;4;0
606449109986;17255;Réseau Point d'accès Wifi;Netgear;EX6120 - Répéteur WiFi AC1200 Dual Band;36.16;2;0
6935364091453;17526;Réseau Point d'accès Wifi;TP-Link;TL-WA865RE - Répéteur WiFi N 300 Mbps avec prise;28.87;0;0
710931600506;17527;Réseau Point d'accès Wifi;TrendNet;TEW-638APB - Wifi 802.11n 300MB;35.59;0;0
790069406539;17528;Réseau Point d'accès Wifi;D-Link;DAP-1665 - 802.11AC ;70.23;0;0
882658823299;17529;Réseau Point d'accès Wifi;Cisco;Small Business WAP150 - Wifi 802.11AC;123.3;0;0
882658762918;17530;Réseau Point d'accès Wifi;Cisco;Airoent 1702i Controller based - Wifi AC (867MB);330.08;0;0
6935364071677;17531;Réseau Point d'accès Wifi;TP-Link;CPE210 - 802.11b/g/n;37.52;0;0
606449117646;17532;Réseau Point d'accès Wifi;Netgear;Wireless-AC Dual Band WAC104 - WAC104-100PES;64.56;0;0
6935364071851;17533;Réseau Point d'accès Wifi;TP-Link;N 600Mbps EAP220;65.32;-1;1
6935364071745;17741;Réseau Point d'accès Wifi;TP-Link;M7350 - Point d'accès mobile 4G/WiFi N à batterie;80.48;0;0
790069375798;17874;Réseau Point d'accès Wifi;D-Link;DIR-505 - Répéteur WiFi N 150;23.42;0;0
790069383410;17875;Réseau Point d'accès Wifi;D-Link;DAP-1320 - Répéteur WiFi N 300;14.29;3;0
882658434976;17928;Réseau Point d'accès Wifi;Cisco;WAP121-E-K9-G5 Wireless-N Access Point POE;65.69;0;0
;18304;Réseau Point d'accès Wifi;TP-Link;HotSpot Routeur WiFi/3G/4G portable - TL-MR3020;23.44;1;0
6935364070199;53369;Réseau Point d'accès Wifi;TP-Link;TL-WA850RE - Répéteur WiFi N 300;18.24;0;0
3772243990581;53783;Réseau Point d'accès Wifi;Heden;ACCHRW300M - Répéteur WiFi N 300;20.77;1;0
6935364051242;17082;Routeur;TP-Link;TL-WR841N - Switch 4 ports/WiFi 300M;15.57;10;0
790069309137;17163;Routeur;D-Link;DIR-615 - Switch 4 ports/WiFi 802.11N 300M;19.6;0;0
790069377488;17210;Routeur;D-Link;DSL-2750B - Switch 4 ports/Modem intégré/WiFi N;40.58;0;5
790069372902;17212;Routeur;D-Link;DIR-605L mydlink - Switch 4 ports/WiFi N 300;17.84;1;2
790069380198;17213;Routeur;D-Link;DIR-865L mydlink -Switch 4 ports Giga/WiFi AC 1750;145.78;0;0
790069382246;17221;Routeur;D-Link;DWR-921 - Routeur 4G LTE;127.68;0;0
882658479182;17222;Routeur;Cisco;RV320 Dual WAN Router 4 Ports Gigabit;144.54;0;0
606449067866;17707;Routeur;Netgear;WNR3500L - Switch 4 ports Gigabit /WiFi 802.11N;44.31;1;0
606449071825;17722;Routeur;Netgear;MBRN3000 3G Mobile Broadband Wireless-N Router;31.45;0;0
790069324772;17725;Routeur;D-Link;DIR-600 - Switch 4 ports/WiFi 802.11N 150;16.28;1;0
6935364060862;17733;Routeur;TP-Link;TD-W8970 - Modem/Routeur Wifi N 300MB;42.86;0;0
6935364051495;17737;Routeur;TP-Link;TL-MR3420 - Routeur 3G/4G LTE Wifi N 300MB;30.51;-1;1
790069391750;17738;Routeur;D-Link;GO-RT-N300 - Switch 4 ports/WiFi 802.11N 300;13.99;10;0
4260184664498;17744;Routeur;Linksys;RE6500 - Switch 4 ports/WiFi AC;65.5;0;0
882658624896;17745;Routeur;Cisco;RV130 - 1 port WAN / 4 ports LAN 10/100/1000;83.8;0;0
790069411571;17746;Routeur;D-Link;DIR-890L Wireless AC3200 ULTRA Wi-Fi Router #;180.58;5;0
606449099850;17747;Routeur;Netgear;Nighthawk R7000 AC1900;142.53;0;0
4718937575862;17748;Routeur;Zyxel;ZY-SBG3300N - ADSL2+/Wifi 802.11n/4xRJ45 Gigabit;186.83;0;0
4718937576630;17749;Routeur;Zyxel;ZY-AMG1001 - ADSL2+/RJ45;32.49;0;0
4718937580422;17750;Routeur;Zyxel;UAG5100 - 3xRj45/2xWAN/WiFi 802.11n;1462.05;0;0
790069418716;17751;Routeur;D-Link;Wireless AC750 Dual Band - DIR-809;31.08;0;0
4719543394526;17752;Routeur;Asus;RT-N66U - switch 4 ports/Wifi 802.11B/A/G/N;84.08;0;0
790069418723;17753;Routeur;D-Link;DIR-842 - Switch 4 ports/WiFi 802.11 AC;49.04;0;0
6935364041182;17754;Routeur;TP-Link;Safestream TL-ER6020 - Switch 2 ports Gigabit VPN;133.49;0;0
6935364060732;17755;Routeur;TP-Link;N300 ADSL2+ Router with USB - TD-W8968 ;33.2;0;0
6935364093358;17756;Routeur;TP-Link;ARCHER VR200 - WiFi AC750/vDSL/ADSL2+;73.96;0;0
606449103854;17757;Routeur;Netgear;D1500 - ADSL2+/WiFi 802.11N 300M;19.27;9;0
882658624919;17758;Routeur;Cisco;Small Business  RV130W-E-K9-G5;110.54;0;0
6935364092764;17771;Routeur;TP-Link;TL-MR6400 - Routeur Gigabit 3G/4G LTE Wifi N 300MB;87.63;0;0
882658343179;17773;Routeur;Cisco;1921/K9 - Gigabit Rackable;621.09;0;0
606449076011;17774;Routeur;Netgear;ProSafe FVS318N - WiFi/Gigabit/8 ports;183.71;0;0
4260184666775;17778;Routeur;Linksys;VELOP Système Wi-Fi Multi-room WHW0301 (x1);176.74;0;0
4260184666812;17779;Routeur;Linksys;VELOP Système Wi-Fi Multi-room WHW0302 (x2);304;0;0
4260184666850;17780;Routeur;Linksys;VELOP Système Wi-Fi Multi-room WHW0303 (x3);424.19;0;0
6935364092740;17781;Routeur;TP-Link;ARCHER MR200 - VPN/FireWall/Gigabit/WiFi 802.11AC;125.14;0;0
882658425035;17959;Routeur;Cisco;24 p. 10/100/1000+2xSFP Comb.+2xSFP - SG500-28P;648.5;0;0
3303170044285;65035;Sac et Sacoche;T'nB;"First Class NBF10 - Malette 10""";4.69;9;0
3303170041758;65036;Sac et Sacoche;T'nB;"First Class NBF15 - Malette 15""";5.93;7;36
3303170041765;65037;Sac et Sacoche;T'nB;"First Class NBF17 - Malette 17""";6.84;1;24
5051794000863;65090;Sac et Sacoche;Targus;Notebook Case 17 - TBC005EU;12.83;10;0
5024442931703;65092;Sac et Sacoche;Targus;"CN31 Classic 15.6"" Clamshell Nylon black";10.87;21;0
5051794001501;65093;Sac et Sacoche;Targus;"CN313 Classic 13.4"" Clamshell Nylon black";11.92;10;0
5051794008098;65095;Sac et Sacoche;Targus;"CN414EU Classic+ 13-14.1"" Clamshell black";14.72;3;0
5051794008111;65097;Sac et Sacoche;Targus;"CN418EU Classic+ 17-18"" Clamshell black";21.66;4;0
5024442932205;65225;Sac et Sacoche;Targus;"Sac a dos CN600 Classic 15.6"" Backpack Nylon Black";27.61;-4;5
5051794004984;65228;Sac et Sacoche;Targus;"Malette Trolleys TBR003EU Executive 16"" Roller Nyl";31.66;11;0
5051794008296;65236;Sac et Sacoche;Targus;"TBR016EU Trolley Transit 16""";87.09;1;0
5024442954801;65237;Sac et Sacoche;Targus;"TCB001EU Sac à dos XL 17 17.3 18""";27.99;4;10
5051794008036;65248;Sac et Sacoche;Targus;"Housse 14.1"" Pulse TSS550EU";9.54;-1;5
3567041050601;65252;Sac et Sacoche;Port;"Hanoï 12/13""";10.05;0;10
5051794008050;65253;Sac et Sacoche;Targus;"Housse 15/16"" Pulse TSS551EU";10.42;6;0
3303170067970;65254;Sac et Sacoche;T'nB;"Bundle Mallette GATE 15/16"" + Souris GUPPY 3";9.72;0;0
85854220224;65256;Sac et Sacoche;Case Logic;"Housse pour disque dur externe 2.5"" QHDC101K";7.01;1;0
3760170841953;65258;Sac et Sacoche;Urban Factory;Top Light Case 10'' - TLC10UF;3.55;20;0
3760170840802;65259;Sac et Sacoche;Urban Factory;Top Light Case 15/16'' - TLC06UF;6.67;2;0
3760191644700;65260;Sac et Sacoche;Halterrego;H.Commute - sac à bandoulière tablette;13.57;20;0
3760170842721;65261;Sac et Sacoche;Urban Factory;Sacoche pour vidéoprojecteur VPB01UF;23.08;0;0
85854221764;65262;Sac et Sacoche;Case Logic;"Housse 11.6"" LAPS111K";10.61;4;0
5024442952708;65263;Sac et Sacoche;Targus;"CN317 Classic 17.3"" Clamshell Nylon black";9.7;18;0
3772243100058;65712;Sac et Sacoche;Heden;"SACHEDME16 - 15/16""";7.35;-8;0
4977766721837;19444;Scanner;Brother;DS-620 - Scanner mobile à défilement;86.27;1;0
4977766725774;19445;Scanner;Brother;ADS-1100W (Chargeur/Recto-verso/WiFi);196.52;0;0
8715946406930;19717;Scanner;Epson;GT-1500;213.36;0;0
4549292013344;19718;Scanner;Canon;Lide 120;52.46;2;0
8715946522371;19721;Scanner;Epson;Perfection V370 Photo;117.5;-1;1
5420079900028;19726;Scanner;Iris;IRIScan Express 4;92.63;2;0
8715946538150;19727;Scanner;Epson;Perfection V800 Photo;516.58;0;0
4528472106212;19728;Scanner;Canon;ImageFormula DR-C225W;361.03;0;0
4716872470624;19729;Scanner;Must;A3 2400S;185.65;0;0
8715946448596;19730;Scanner;Epson;Perfection V600;226.31;0;0
7650104574865;19731;Scanner;Iris;IRISCard Anywhere 5;74.27;0;0
4960999901473;19732;Scanner;Canon;Canoscan 9000F Mark II;180.59;0;0
7650104578894;19733;Scanner;Iris;IRIScan Book 3 executive;106.21;-1;0
4042485605529;19734;Scanner;Plustek;MobileOffice D30;258.81;0;0
4528472106366;19735;Scanner;Canon;Image Formula P-208II;112.01;0;0
4977766755184;19736;Scanner;Brother;ADS-2400N;244.88;1;0
888793410332;19737;Scanner;HP;Scanjet Pro 2500 F1;239.33;-2;2
7650104581290;19738;Scanner;Iris;IRIScan Anywhere 3 Wi-Fi;125.04;0;0
7650104574896;19739;Scanner;Iris;IRISNotes Executive 2;104.28;0;0
5420079900080;19740;Scanner;Iris;IRIScan Mouse 2 WiFi;98.41;0;0
8715946234830;19762;Scanner;Epson;Option Lecteur de Transparents pour 10000XL;329.99;1;0
7650104574858;19811;Scanner;Iris;IRISCan Anywhere 3;82.16;3;0
4711174721306;39421;Serveur NAS;Synology;DX513 - Expansion pour NAS - 5 HDD;355.16;0;0
790069375743;39424;Serveur NAS;D-Link;DNS-320L - 2 HDD;59.26;0;0
4711174721269;39430;Serveur NAS;Synology;DS2413+ - 12 HDD;1080.95;0;0
4711174721757;39480;Serveur NAS;Synology;DS415+ - 4 HDD;487.15;0;0
4712511125795;39481;Serveur NAS;Qnap;TS-231 - 2 HDD;133.21;0;0
4712511125955;39482;Serveur NAS;Qnap;TS-251C - 2 HDD;213.1;0;0
4712511123913;39487;Serveur NAS;Qnap;Licence Surveillance Station PRO;47.01;0;0
4712511123920;39488;Serveur NAS;Qnap;Pack 2 Licences Surveillance Station PRO;94.01;0;0
4712511126037;39489;Serveur NAS;Qnap;Pack 4 Licences Surveillance Station PRO;199.66;0;0
4712511126525;39493;Serveur NAS;Qnap;TVS-463-4G - 4HDD;619.71;0;0
4711174722051;39502;Serveur NAS;Synology;RS2416RP+ - Atom C2538/2Go/12 Drive Bay;1803.53;0;0
4711174721979;39509;Serveur NAS;Synology;Visual Station - VS360HD;411.62;0;0
4711174722112;39510;Serveur NAS;Synology;DS416 - 4 HDD;327.15;-1;3
4711174721665;39511;Serveur NAS;Synology;DS1815+ - 8 HDD;795.66;0;0
4711174722075;39512;Serveur NAS;Synology;DS216 Play -  2HDD Transcodeur 4K;224.57;1;0
846504002061;39513;Serveur NAS;Synology;DS216 SE - 2HDD;120.12;0;5
4712511126433;39514;Serveur NAS;Qnap;TS-231+ - 2 HDD;229.15;0;0
4712511127690;39515;Serveur NAS;Qnap;TS-251+ - 2 HDD/2Go DDR3L;268.4;16;0
4712511127713;39516;Serveur NAS;Qnap;TS-451+ 2G - 4 HDD;409.83;0;0
4712511126846;39517;Serveur NAS;Qnap;TVS-EC1080+-E3-32G - 10 HDD;2972.49;0;0
4712511128567;39518;Serveur NAS;Qnap;TS-453A-4G - 4 HDD;425.06;1;0
4711174722174;39519;Serveur NAS;Synology;DS216 - 2 HDD;250.7;1;0
4712511128581;39522;Serveur NAS;Qnap;TS-853A-4G - 8 HDD/4xRJ45 Gigabit/2xHdmi/4xUSB3.0;749.92;0;0
4711174722143;39523;Serveur NAS;Synology;DS216J - 2 HDD;151.18;1;0
4711174722167;39524;Serveur NAS;Synology;DS716+ - 2 HDD;413.99;0;0
4712511128697;39527;Serveur NAS;Qnap;TS-228 - 2 HDD #;104.03;11;0
4711174722280;39529;Serveur NAS;Synology;DS116 - 1 HDD;145.13;0;0
4711174722273;39530;Serveur NAS;Synology;DS916+ 8G - 4 HDD;527.94;0;0
4712511128550;39531;Serveur NAS;Qnap;TS-253A-4G - N3150/2 HDD/4Go;311.15;0;0
4712511128598;39532;Serveur NAS;Qnap;TS-253A-8G - N3150/2 HDD/8Go;356.29;0;0
790069383465;39533;Serveur NAS;D-Link;DNS-327L - 2HDD;119.22;0;0
4981254019610;39534;Serveur NAS;Buffalo;Linkstation 220 - 2 HDD;81.15;0;0
4711174722259;39536;Serveur NAS;Synology;RS816 - 4 HDD;482.39;0;0
718037846057;39537;Serveur NAS;WD;My Cloud PRO PR2100 8To - WDBBCL0080JBK ;671.4;0;0
4711174722341;39538;Serveur NAS;Synology;DS216+II - 2 HDD;287.25;0;0
718037843759;39539;Serveur NAS;WD;My Cloud EX2 sans Disques - 2 HDD;136.23;0;0
718037832661;39540;Serveur NAS;WD;My cloud EX4100 sans disques - 4 HDD;317.49;0;0
4711174722464;39541;Serveur NAS;Synology;DS3617xs - 12 HDD;2095.55;0;0
4711174722358;39542;Serveur NAS;Synology;Disk Station Ds716+ II - 2xHDD;407.24;0;0
4711174722136;39543;Serveur NAS;Synology;DS416Play - 4 HDD;372.09;0;0
4711174722044;39544;Serveur NAS;Synology;RS2416+ - 12 HDD;1416.03;0;0
4713105959192;38001;Siège PC Gamer;Nitro Concepts;C80 Comfort - Noir/Simili Cuir/1D;122.17;2;0
4713105959185;38002;Siège PC Gamer;Nitro Concepts;C80 Comfort - Noir/Rouge/Simili Cuir/1D;122.17;1;0
4713105959161;38003;Siège PC Gamer;Nitro Concepts;C80 Comfort - Noir/Vert/Simili Cuir/1D;122.17;2;0
4713105959314;38004;Siège PC Gamer;Nitro Concepts;C80 Pure - Noir/Simili Cuir/1D ;122.17;0;1
4713105959307;38005;Siège PC Gamer;Nitro Concepts;C80 Pure - Noir/Rouge/Simili Cuir/1D ;122.17;1;0
4713105959284;38006;Siège PC Gamer;Nitro Concepts;C80 Pure - Noir/Vert/Simili Cuir/1D ;122.17;1;0
4713105959376;38007;Siège PC Gamer;Nitro Concepts;E200 Race - Noir/Simili Cuir/1D;136.88;1;0
4713105959352;38008;Siège PC Gamer;Nitro Concepts;E200 Race - Noir/Rouge/Simili Cuir/1D;136.88;0;0
4713105959345;38009;Siège PC Gamer;Nitro Concepts;E200 Race - Noir/Vert/Simili Cuir/1D;136.88;1;0
617724128080;38010;Siège PC Gamer;VERTAGEAR;Racing Series SL2000  - Noir/Carbon/Simili Cuir/4D;190.04;0;0
617724127601;38011;Siège PC Gamer;VERTAGEAR;Racing Series SL2000 - Noir/Bleu/Simili Cuir/4D;190.04;0;0
617724127618;38012;Siège PC Gamer;VERTAGEAR;Racing Series SL2000 - Noir/Rouge/Simili Cuir/4D;190.04;1;0
617724127625;38013;Siège PC Gamer;VERTAGEAR;Racing Series SL2000 - Noir/Vert/Simili Cuir/4D;190.04;0;0
617724127656;38015;Siège PC Gamer;VERTAGEAR;Racing Series SL4000 - Noir/Carbon/Simili Cuir/4D;228.5;0;1
617724127670;38016;Siège PC Gamer;VERTAGEAR;Racing Series SL4000 - Noir/Bleu/Simili Cuir/4D;228.5;0;0
617724127687;38017;Siège PC Gamer;VERTAGEAR;Racing Series SL4000 - Noir/Rouge/Simili Cuir/4D;228.5;1;0
617724127694;38018;Siège PC Gamer;VERTAGEAR;Racing Series SL4000 - Noir/Vert/Simili Cuir/4D;228.5;0;0
